data_hora,temperatura_Celsius,Umidade_relativa
2025-01-26 06:45:00,27.9,84.2
2025-01-26 08:45:00,26.7,86.9
2025-01-26 10:45:00,25.8,88.4
2025-01-26 12:45:00,25.5,89.7
2025-01-26 14:45:00,26.2,86.9
2025-01-26 16:45:00,32.8,66.8
2025-01-26 18:45:00,35,55.2
2025-01-26 20:45:00,34.4,61.2
2025-01-26 22:45:00,34.2,59.9
2025-01-27 00:45:00,31.2,68.4
2025-01-27 02:45:00,29,72.6
2025-01-27 04:45:00,29.6,69
2025-01-27 06:45:00,28,72.9
2025-01-27 08:45:00,27.4,75.5
2025-01-27 10:45:00,26.3,80.9
2025-01-27 12:45:00,25,83.5
2025-01-27 14:45:00,25.5,81.4
2025-01-27 16:45:00,32.4,61.7
2025-01-27 18:45:00,32.2,61.1
2025-01-27 20:45:00,32.4,60.1
2025-01-27 22:45:00,32.2,60.8
2025-01-28 00:45:00,31.1,65.1
2025-01-28 02:45:00,28.9,72.7
2025-01-28 04:45:00,28.5,75.4
2025-01-28 06:45:00,27.2,81.3
2025-01-28 08:45:00,26.5,84.4
2025-01-28 10:45:00,26,87.4
2025-01-28 12:45:00,25.5,88.3
2025-01-28 14:45:00,26.8,85.7
2025-01-28 16:45:00,31.7,68.2
2025-01-28 18:45:00,31.1,65.9
2025-01-28 20:45:00,31.4,67.9
2025-01-28 22:45:00,30.9,68.5
2025-01-29 00:45:00,29.7,71.3
2025-01-29 02:45:00,28.4,77
2025-01-29 04:45:00,28.7,76.1
2025-01-29 06:45:00,26.7,86.1
2025-01-29 08:45:00,26.3,87.2
2025-01-29 10:45:00,25.7,89.3
2025-01-29 12:45:00,25.4,89.9
2025-01-29 14:45:00,26.9,86.1
2025-01-29 16:45:00,29.5,78
2025-01-29 18:45:00,31.7,68
2025-01-29 20:45:00,31,70.5
2025-01-29 22:45:00,29.3,76.8
2025-01-30 00:45:00,27.6,83.3
2025-01-30 02:45:00,28.7,78.7
2025-01-30 04:45:00,26.9,80.8
2025-01-30 06:45:00,25.7,84.9
2025-01-30 08:45:00,25.3,86.8
2025-01-30 10:45:00,24.8,89.4
2025-01-30 12:45:00,24.4,91.2
2025-01-30 14:45:00,28.1,81.6
2025-01-30 16:45:00,30.6,68.9
2025-01-30 18:45:00,33.2,56.1
2025-01-30 20:45:00,31.8,59.8
2025-01-30 22:45:00,31.5,63.4
2025-01-31 00:45:00,28.7,71.7
2025-01-31 02:45:00,28.5,73.6
2025-01-31 04:45:00,25.1,85.9
2025-01-31 06:45:00,24.9,87
2025-01-31 08:45:00,24.3,88.1
2025-01-31 10:45:00,23.9,90.4
2025-01-31 12:45:00,24.7,88.1
2025-01-31 14:45:00,27.7,79.4
2025-01-31 16:45:00,31.1,59.7
2025-01-31 18:45:00,30.6,61.7
2025-01-31 20:45:00,31.1,62.8
2025-01-31 22:45:00,30.4,73.4
2025-02-01 00:45:00,29.8,70.4
2025-02-01 02:45:00,28.1,75.6
2025-02-01 04:45:00,27.1,82
2025-02-01 06:45:00,26.5,84.9
2025-02-01 08:45:00,25.9,87
2025-02-01 10:45:00,25.7,87.8
2025-02-01 12:45:00,25.8,88.2
2025-02-01 14:45:00,28.5,80.4
2025-02-01 16:45:00,32.7,63.6
2025-02-01 18:45:00,31.6,68
2025-02-01 20:45:00,32.4,66.4
2025-02-01 22:45:00,29.2,76.2
2025-02-02 00:45:00,28.1,80.7
2025-02-02 02:45:00,27.8,83.4
2025-02-02 04:45:00,26.5,86.5
2025-02-02 06:45:00,26,87.9
2025-02-02 08:45:00,25.2,89.5
2025-02-02 10:45:00,24.6,91.5
2025-02-02 12:45:00,26.9,85.8
2025-02-02 14:45:00,32.9,65.5
2025-02-02 16:45:00,33.3,62.7
2025-02-02 18:45:00,32.4,67
2025-02-02 20:45:00,30.3,80.3
2025-02-02 22:45:00,28.9,80.5
2025-02-03 00:45:00,28.3,82.9
2025-02-03 02:45:00,27.1,87.3
2025-02-03 04:45:00,26.5,87.4
2025-02-03 06:45:00,26.2,89.2
2025-02-03 08:45:00,25.7,90.3
2025-02-03 10:45:00,25.1,91.3
2025-02-03 12:45:00,29.9,77.4
2025-02-03 14:45:00,32.2,69.1
2025-02-03 16:45:00,33.1,60.5
2025-02-03 18:45:00,33.4,62.6
2025-02-03 20:45:00,31.2,72.6
2025-02-03 22:45:00,29.2,79.4
2025-02-04 00:45:00,30.3,76.8
2025-02-04 02:45:00,27.6,84.8
2025-02-04 04:45:00,26.9,87.9
2025-02-04 06:45:00,26.3,88.6
2025-02-04 08:45:00,25.9,89.7
2025-02-04 10:45:00,25.7,89.8
2025-02-04 12:45:00,29,79.9
2025-02-04 14:45:00,32.7,67.6
2025-02-04 16:45:00,35.3,58.3
2025-02-04 18:45:00,33.9,59.6
2025-02-04 20:45:00,31.4,76
2025-02-04 22:45:00,29.4,81.3
2025-02-05 00:45:00,27.7,79.7
2025-02-05 02:45:00,26.9,85.1
2025-02-05 04:45:00,26.2,87.2
2025-02-05 06:45:00,25.9,89
2025-02-05 08:45:00,25.4,89.7
2025-02-05 10:45:00,29.2,78.4
2025-02-05 12:45:00,31.8,69.2
2025-02-05 14:45:00,33.9,60.9
2025-02-05 16:45:00,32.9,73.4
2025-02-05 18:45:00,27.7,83.5
2025-02-05 20:45:00,28.4,84.7
2025-02-05 22:45:00,27.2,87.5
2025-02-06 00:45:00,26.5,90.1
2025-02-06 02:45:00,26.4,90.7
2025-02-06 04:45:00,25.8,92.2
2025-02-06 06:45:00,25.5,92.6
2025-02-06 08:45:00,25.4,93.2
2025-02-06 10:45:00,25.7,93.1
2025-02-06 12:45:00,26.9,90.6
2025-02-06 14:45:00,29.2,82.8
2025-02-06 16:45:00,32,70.6
2025-02-06 18:45:00,31.8,73.6
2025-02-06 20:45:00,30.4,83.9
2025-02-06 22:45:00,28.9,89.2
2025-02-07 00:45:00,27.9,81.5
2025-02-07 02:45:00,26.7,87.7
2025-02-07 04:45:00,25.9,89.7
2025-02-07 06:45:00,25.4,90.2
2025-02-07 08:45:00,24.9,91.3
2025-02-07 10:45:00,25.9,88.8
2025-02-07 12:45:00,29.4,77.5
2025-02-07 14:45:00,30.2,75.5
2025-02-07 16:45:00,31,75.3
2025-02-07 18:45:00,29.6,77.4
2025-02-07 20:45:00,28.1,80.1
2025-02-07 22:45:00,27,82.3
2025-02-08 00:45:00,26.1,86.3
2025-02-08 02:45:00,25.8,86.8
2025-02-08 04:45:00,25.3,89.2
2025-02-08 06:45:00,24.6,90.7
2025-02-08 08:45:00,26.1,86.9
2025-02-08 10:45:00,29.2,70.8
2025-02-08 12:45:00,28.2,72.6
2025-02-08 14:45:00,30.5,64.1
2025-02-08 16:45:00,30.3,65
2025-02-08 18:45:00,28.8,73.6
2025-02-08 20:45:00,27.5,78.4
2025-02-08 22:45:00,26.5,81.3
2025-02-09 00:45:00,25.8,83.2
2025-02-09 02:45:00,25.1,86.1
2025-02-09 04:45:00,24.2,87.5
2025-02-09 06:45:00,23.3,88.6
2025-02-09 08:45:00,27.7,77.1
2025-02-09 10:45:00,30.4,67.5
2025-02-09 12:45:00,31.4,59.3
2025-02-09 14:45:00,31.6,60.6
2025-02-09 16:45:00,32.8,56.1
2025-02-09 18:45:00,32.6,55.1
2025-02-09 20:45:00,30,74.9
2025-02-09 22:45:00,30.7,72.1
2025-02-10 00:45:00,28.1,78.8
2025-02-10 02:45:00,26.6,84
2025-02-10 04:45:00,25.9,85.6
2025-02-10 06:45:00,25.2,87.2
2025-02-10 08:45:00,31,71.5
2025-02-10 10:45:00,33.6,61.1
2025-02-10 12:45:00,33.5,59.7
2025-02-10 14:45:00,34.1,58.9
2025-02-10 16:45:00,33.2,65.5
2025-02-10 18:45:00,31.5,69.4
2025-02-10 20:45:00,29.6,74.6
2025-02-10 22:45:00,28.9,78.4
2025-02-11 00:45:00,28.4,80.3
2025-02-11 02:45:00,26.9,85.5
2025-02-11 04:45:00,26.4,87.4
2025-02-11 06:45:00,26,88.3
2025-02-11 08:45:00,31.9,72.2
2025-02-11 10:45:00,33.6,59.5
2025-02-11 12:45:00,35.2,56
2025-02-11 14:45:00,34.5,58.8
2025-02-11 16:45:00,36.5,58.2
2025-02-11 18:45:00,33.4,71.3
2025-02-11 20:45:00,32.8,73.6
2025-02-11 22:45:00,30.4,82
2025-02-12 00:45:00,29.7,83.6
2025-02-12 02:45:00,29,85.8
2025-02-12 04:45:00,28.4,88.3
2025-02-12 06:45:00,28.3,88.7
2025-02-12 08:45:00,32.3,75.6
2025-02-12 10:45:00,34.7,62.6
2025-02-12 12:45:00,37.6,51.3
2025-02-12 14:45:00,37.3,47.4
2025-02-12 16:45:00,35.3,67.5
2025-02-12 18:45:00,37.6,47.1
2025-02-12 20:45:00,34.9,67.9
2025-02-12 22:45:00,29.2,81.6
2025-02-13 00:45:00,29.1,78.5
2025-02-13 02:45:00,27.2,83.7
2025-02-13 04:45:00,26.6,85.9
2025-02-13 06:45:00,26.1,86.9
2025-02-13 08:45:00,25.8,87.9
2025-02-13 10:45:00,26.6,86.1
2025-02-13 12:45:00,27.5,84.5
2025-02-13 14:45:00,34.1,61.8
2025-02-13 16:45:00,33.7,63.8
2025-02-13 18:45:00,33.3,67.8
2025-02-13 20:45:00,26.8,83
2025-02-13 22:45:00,26.6,85.1
2025-02-14 00:45:00,27.5,83.1
2025-02-14 02:45:00,26.3,86.2
2025-02-14 04:45:00,25.4,89.7
2025-02-14 06:45:00,25.1,91.7
2025-02-14 08:45:00,24.5,92
2025-02-14 10:45:00,26.6,86.6
2025-02-14 12:45:00,30,73.2
2025-02-14 14:45:00,34.4,60.8
2025-02-14 16:45:00,32.8,66.3
2025-02-14 18:45:00,31.8,68.7
2025-02-14 20:45:00,30,70.7
2025-02-14 22:45:00,29.4,71.8
2025-02-15 00:45:00,28.1,74.7
2025-02-15 02:45:00,27.3,80.9
2025-02-15 04:45:00,26.7,86
2025-02-15 06:45:00,25.9,86.8
2025-02-15 08:45:00,25.7,88.3
2025-02-15 10:45:00,27.6,84.6
2025-02-15 12:45:00,31.8,67.8
2025-02-15 14:45:00,32,64.7
2025-02-15 16:45:00,32.2,66.5
2025-02-15 18:45:00,31.7,71.3
2025-02-15 20:45:00,31.1,71.3
2025-02-15 22:45:00,29.1,81.4
2025-02-16 00:45:00,28.9,85.1
2025-02-16 02:45:00,28.2,87.9
2025-02-16 04:45:00,27.8,90.1
2025-02-16 06:45:00,27.2,91.2
2025-02-16 08:45:00,27,91
2025-02-16 10:45:00,31.2,79.4
2025-02-16 12:45:00,35.3,63
2025-02-16 14:45:00,35.1,63.1
2025-02-16 16:45:00,34.8,64.4
2025-02-16 18:45:00,33.5,74.8
2025-02-16 20:45:00,31.1,79.8
2025-02-16 22:45:00,30,84.7
2025-02-17 00:45:00,30.4,84.5
2025-02-17 02:45:00,29.7,87.4
2025-02-17 04:45:00,29.2,89.4
2025-02-17 06:45:00,28.5,89
2025-02-17 08:45:00,28.4,82.4
2025-02-17 10:45:00,29.2,80.9
2025-02-17 12:45:00,35.4,62
2025-02-17 14:45:00,35.9,59
2025-02-17 16:45:00,36.4,58.9
2025-02-17 18:45:00,33.3,74
2025-02-17 20:45:00,27.4,87.2
2025-02-17 22:45:00,28.7,81.4
2025-02-18 00:45:00,27,86.8
2025-02-18 02:45:00,26.6,87.6
2025-02-18 04:45:00,26.2,90.2
2025-02-18 06:45:00,25.9,90.8
2025-02-18 08:45:00,27.8,86.5
2025-02-18 10:45:00,27.5,86.8
2025-02-18 12:45:00,27.9,83.5
2025-02-18 14:45:00,27.7,82.6
2025-02-18 16:45:00,27.1,84.6
2025-02-18 18:45:00,26,87.1
2025-02-18 20:45:00,24.9,88.3
2025-02-18 22:45:00,24.4,87.4
2025-02-19 00:45:00,23.7,89.9
2025-02-19 02:45:00,23.4,91.1
2025-02-19 04:45:00,23.3,91.9
2025-02-19 06:45:00,23,92.6
2025-02-19 08:45:00,25.6,85.4
2025-02-19 10:45:00,25.4,87.7
2025-02-19 12:45:00,29.7,74.1
2025-02-19 14:45:00,31.2,69.7
2025-02-19 16:45:00,30.2,74.3
2025-02-19 18:45:00,28.3,84.4
2025-02-19 20:45:00,29.4,82.5
2025-02-19 22:45:00,28,84.4
2025-02-20 00:45:00,26.7,86.7
2025-02-20 02:45:00,26,90.2
2025-02-20 04:45:00,25.4,91.9
2025-02-20 06:45:00,25.5,92.7
2025-02-20 08:45:00,28.7,83.1
2025-02-20 10:45:00,33.9,63.8
2025-02-20 12:45:00,34,61.6
2025-02-20 14:45:00,33.3,61.4
2025-02-20 16:45:00,33.9,60.3
2025-02-20 18:45:00,33.4,61.7
2025-02-20 20:45:00,32.3,70.1
2025-02-20 22:45:00,29.2,78.7
2025-02-21 00:45:00,27.9,82.2
2025-02-21 02:45:00,27.1,85.2
2025-02-21 04:45:00,26.6,87
2025-02-21 06:45:00,26.3,87
2025-02-21 08:45:00,25.5,89.5
2025-02-21 10:45:00,25.3,90.4
2025-02-21 12:45:00,32,67.6
2025-02-21 14:45:00,31.2,69.3
2025-02-21 16:45:00,34.4,59.3
2025-02-21 18:45:00,32.8,59.3
2025-02-21 20:45:00,31.4,71.4
2025-02-21 22:45:00,28.9,75
2025-02-22 00:45:00,28.3,78.2
2025-02-22 02:45:00,27.4,81.8
2025-02-22 04:45:00,27.3,83.4
2025-02-22 06:45:00,26.4,86.6
2025-02-22 08:45:00,25.8,88.2
2025-02-22 10:45:00,25.9,87.9
2025-02-22 12:45:00,29.3,77.1
2025-02-22 14:45:00,30.5,68.9
2025-02-22 16:45:00,32.5,61.7
2025-02-22 18:45:00,32.4,62
2025-02-22 20:45:00,30.4,70.3
2025-02-22 22:45:00,28.5,74
2025-02-23 00:45:00,28,77.2
2025-02-23 02:45:00,27.4,79.3
2025-02-23 04:45:00,26.5,86.1
2025-02-23 06:45:00,25.9,86.6
2025-02-23 08:45:00,25.3,87.8
2025-02-23 10:45:00,25.9,86.8
2025-02-23 12:45:00,26.7,84.7
2025-02-23 14:45:00,30,72.5
2025-02-23 16:45:00,30.7,65.8
2025-02-23 18:45:00,31.2,64.3
2025-02-23 20:45:00,30,70.3
2025-02-23 22:45:00,28,76.8
2025-02-24 00:45:00,27,82.6
2025-02-24 02:45:00,26.2,85.8
2025-02-24 04:45:00,25.9,86.5
2025-02-24 06:45:00,25.1,87.5
2025-02-24 08:45:00,24.5,88.7
2025-02-24 10:45:00,30,72.3
2025-02-24 12:45:00,32.9,63.4
2025-02-24 14:45:00,35.6,55.8
2025-02-24 16:45:00,34.9,58.1
2025-02-24 18:45:00,31.9,67.9
2025-02-24 20:45:00,30.7,75.3
2025-02-24 22:45:00,28.8,81.8
2025-02-25 00:45:00,29.4,79.9
2025-02-25 02:45:00,28.2,83.9
2025-02-25 04:45:00,27.4,87.1
2025-02-25 06:45:00,26.7,89.3
2025-02-25 08:45:00,26.4,90.1
2025-02-25 10:45:00,34.4,66.1
2025-02-25 12:45:00,34.7,60.7
2025-02-25 14:45:00,34,61
2025-02-25 16:45:00,36.2,57.2
2025-02-25 18:45:00,35.2,61.2
2025-02-25 20:45:00,31.1,74
2025-02-25 22:45:00,30.4,77.3
2025-02-26 00:45:00,29.5,81.8
2025-02-26 02:45:00,28.5,85.2
2025-02-26 04:45:00,27.9,87.3
2025-02-26 06:45:00,27.6,88.7
2025-02-26 08:45:00,27.9,87.6
2025-02-26 10:45:00,33.8,66.3
2025-02-26 12:45:00,34.4,59.6
2025-02-26 14:45:00,34,57.5
2025-02-26 16:45:00,34.5,60.7
2025-02-26 18:45:00,33.7,68.6
2025-02-26 20:45:00,32.8,70.1
2025-02-26 22:45:00,30.3,79.9
2025-02-27 00:45:00,30,81.3
2025-02-27 02:45:00,29.4,83
2025-02-27 04:45:00,29,84.1
2025-02-27 06:45:00,27.7,88.2
2025-02-27 08:45:00,28.7,84.5
2025-02-27 10:45:00,33.8,67.7
2025-02-27 12:45:00,36.4,56.6
2025-02-27 14:45:00,34.9,61.5
2025-02-27 16:45:00,33.2,70.3
2025-02-27 18:45:00,30.9,73.3
2025-02-27 20:45:00,29.2,78.2
2025-02-27 22:45:00,29.9,77.5
2025-02-28 00:45:00,28.6,82.3
2025-02-28 02:45:00,27.8,84.7
2025-02-28 04:45:00,26.9,87.1
2025-02-28 06:45:00,26.4,87.9
2025-02-28 08:45:00,30.7,75.8
2025-02-28 10:45:00,32.3,65.9
2025-02-28 12:45:00,33.4,62.8
2025-02-28 14:45:00,35.3,56.6
2025-02-28 16:45:00,32.8,67.1
2025-02-28 18:45:00,30.9,71.5
2025-02-28 20:45:00,30.8,72.8
2025-02-28 22:45:00,29.2,78.1
2025-03-01 00:45:00,28.2,82.3
2025-03-01 02:45:00,27,85.9
2025-03-01 04:45:00,26.4,87
2025-03-01 06:45:00,25.7,88.6
2025-03-01 08:45:00,30.4,76.3
2025-03-01 10:45:00,33.4,62.7
2025-03-01 12:45:00,34.7,56.8
2025-03-01 14:45:00,35.2,53.1
2025-03-01 16:45:00,36.2,54.8
2025-03-01 18:45:00,33.9,65.2
2025-03-01 20:45:00,30.2,76.6
2025-03-01 22:45:00,29.4,80.1
2025-03-02 00:45:00,29.4,80.4
2025-03-02 02:45:00,28.7,83
2025-03-02 04:45:00,27.9,84.9
2025-03-02 06:45:00,27.4,86.1
2025-03-02 08:45:00,31.5,74
2025-03-02 10:45:00,35.4,55.7
2025-03-02 12:45:00,33.4,59.6
2025-03-02 14:45:00,35,49.6
2025-03-17 00:45:00,29.3,64.6
2025-03-17 02:45:00,28.1,69.4
2025-03-17 04:45:00,27.6,73.4
2025-03-17 06:45:00,26.7,77.3
2025-03-17 08:45:00,25.3,83.8
2025-03-17 10:45:00,24.5,86.4
2025-03-17 12:45:00,24,87.3
2025-03-17 14:45:00,23.6,88.7
2025-03-17 16:45:00,25.1,84.5
2025-03-17 18:45:00,27.7,76.2
2025-03-17 20:45:00,29.6,64
2025-03-17 22:45:00,29.5,67.3
2025-03-18 00:45:00,30.1,65.9
2025-03-18 02:45:00,28.3,75.1
2025-03-18 04:45:00,26.6,81
2025-03-18 06:45:00,25.9,83.9
2025-03-18 08:45:00,25.5,85.9
2025-03-18 10:45:00,25,86.9
2025-03-18 12:45:00,24.1,89.1
2025-03-18 14:45:00,23.4,90.2
2025-03-18 16:45:00,26.6,81.5
2025-03-18 18:45:00,29.7,69
2025-03-18 20:45:00,30.4,63.7
2025-03-18 22:45:00,31.9,59.7
2025-03-19 00:45:00,31.4,63.5
2025-03-19 02:45:00,24.9,77.1
2025-03-19 04:45:00,24.4,83.2
2025-03-19 06:45:00,23.8,84.9
2025-03-19 08:45:00,23.1,86.2
2025-03-19 10:45:00,22.4,88.1
2025-03-19 12:45:00,21.6,88.7
2025-03-19 14:45:00,21.3,89.6
2025-03-19 16:45:00,26.6,75.4
2025-03-19 18:45:00,30.5,60.9
2025-03-19 20:45:00,29.5,63.6
2025-03-19 22:45:00,29.5,59.1
2025-03-20 00:45:00,29.2,60.4
2025-03-20 02:45:00,26.9,70.9
2025-03-20 04:45:00,26.5,77
2025-03-20 06:45:00,24.3,82.6
2025-03-20 08:45:00,23.3,84.2
2025-03-20 10:45:00,22.1,85.8
2025-03-20 12:45:00,21.5,85.2
2025-03-20 14:45:00,21.3,86.1
2025-03-20 16:45:00,26.5,71.9
2025-03-20 18:45:00,28.3,60.9
2025-03-20 20:45:00,28.7,56.1
2025-03-20 22:45:00,29.6,50.4
2025-03-21 00:45:00,28.1,62.3
2025-03-21 02:45:00,25.6,73
2025-03-21 04:45:00,26.3,75.1
2025-03-21 06:45:00,23.5,82.9
2025-03-21 08:45:00,22.6,85.4
2025-03-21 10:45:00,21.9,86.5
2025-03-21 12:45:00,21.3,88.3
2025-03-21 14:45:00,24,82.5
2025-03-21 16:45:00,28.5,68.3
2025-03-21 18:45:00,28.5,60
2025-03-21 20:45:00,28.9,57.6
2025-03-21 22:45:00,29.4,63.3
2025-03-22 00:45:00,27.4,70.7
2025-03-22 02:45:00,25.7,75.8
2025-03-22 04:45:00,24.7,81.9
2025-03-22 06:45:00,23.5,86.3
2025-03-22 08:45:00,23.3,87.4
2025-03-22 10:45:00,22.8,88.8
2025-03-22 12:45:00,21.9,88.9
2025-03-22 14:45:00,23,87.4
2025-03-22 16:45:00,27,74.1
2025-03-22 18:45:00,28.1,65.4
2025-03-22 20:45:00,28.9,62.3
2025-03-22 22:45:00,28.4,72.2
2025-03-23 00:45:00,27.2,76.7
2025-03-23 02:45:00,26,82.3
2025-03-23 04:45:00,25.9,84.1
2025-03-23 06:45:00,25.2,85.6
2025-03-23 08:45:00,24.7,87
2025-03-23 10:45:00,24.6,87
2025-03-23 12:45:00,23.9,88.8
2025-03-23 14:45:00,25.9,83.4
2025-03-23 16:45:00,29.3,72.5
2025-03-23 18:45:00,30,68.5
2025-03-23 20:45:00,32.3,65.3
2025-03-23 22:45:00,29.2,77.4
2025-03-24 00:45:00,27.8,82.9
2025-03-24 02:45:00,27.2,85.5
2025-03-24 04:45:00,27.2,86.4
2025-03-24 06:45:00,25.9,82.6
2025-03-24 08:45:00,24.8,86.5
2025-03-24 10:45:00,24.9,86.6
2025-03-24 12:45:00,25.1,86.8
2025-03-24 14:45:00,30.3,71.1
2025-03-24 16:45:00,31.9,64.4
2025-03-24 18:45:00,33.3,58.3
2025-03-24 20:45:00,32.3,58.7
2025-03-24 22:45:00,31.7,68.7
2025-03-25 00:45:00,28.6,77.4
2025-03-25 02:45:00,27.7,82.2
2025-03-25 04:45:00,27.2,84.4
2025-03-25 06:45:00,26.4,86.1
2025-03-25 08:45:00,24.9,87.3
2025-03-25 10:45:00,23.8,88
2025-03-25 12:45:00,25.7,82.1
2025-03-25 14:45:00,29.5,68.6
2025-03-25 16:45:00,30.2,62.4
2025-03-25 18:45:00,30.9,57.1
2025-03-25 20:45:00,30.3,69.2
2025-03-25 22:45:00,28.3,74.9
2025-03-26 00:45:00,26.8,73.5
2025-03-26 02:45:00,26.5,79.4
2025-03-26 04:45:00,26.8,79
2025-03-26 06:45:00,25.8,82.8
2025-03-26 08:45:00,24.8,86.5
2025-03-26 10:45:00,24.5,86.9
2025-03-26 12:45:00,25,86.2
2025-03-26 14:45:00,26.9,80.6
2025-03-26 16:45:00,28.8,70.2
2025-03-26 18:45:00,29.5,68.5
2025-03-26 20:45:00,27.8,75.1
2025-03-26 22:45:00,26.4,79.9
2025-03-27 00:45:00,25.1,85.3
2025-03-27 02:45:00,24.4,87.2
2025-03-27 04:45:00,23.9,87.7
2025-03-27 06:45:00,23.7,88.8
2025-03-27 08:45:00,23.5,90.1
2025-03-27 10:45:00,23.2,90.3
2025-03-27 12:45:00,28.6,73.8
2025-03-27 14:45:00,30.1,66
2025-03-27 16:45:00,32.3,62.2
2025-03-27 18:45:00,30.7,66.3
2025-03-27 20:45:00,29.3,72
2025-03-27 22:45:00,28.2,76.4
2025-03-28 00:45:00,27.2,81.6
2025-03-28 02:45:00,26.2,85.7
2025-03-28 04:45:00,25.3,88.1
2025-03-28 06:45:00,24.8,89.3
2025-03-28 08:45:00,24.4,90.2
2025-03-28 10:45:00,24.1,90.5
2025-03-28 12:45:00,26,85.9
2025-03-28 14:45:00,29.1,75.8
2025-03-28 16:45:00,30.4,69.3
2025-03-28 18:45:00,31.1,65.4
2025-03-28 20:45:00,30.2,72.2
2025-03-28 22:45:00,28.1,80.1
2025-03-29 00:45:00,29.8,76.7
2025-03-29 02:45:00,27.6,83.5
2025-03-29 04:45:00,26.6,86.9
2025-03-29 06:45:00,25.7,88.9
2025-03-29 08:45:00,25.3,89.4
2025-03-29 10:45:00,25.5,89
2025-03-29 12:45:00,30.2,74.8
2025-03-29 14:45:00,30.9,67.9
2025-03-29 16:45:00,34.3,56.9
2025-03-29 18:45:00,32.2,65.1
2025-03-29 20:45:00,28.9,81.4
2025-03-29 22:45:00,28,82.8
2025-03-30 00:45:00,28.8,80.8
2025-03-30 02:45:00,27.6,84.7
2025-03-30 04:45:00,26.9,86.3
2025-03-30 06:45:00,26,88.1
2025-03-30 08:45:00,25.7,87
2025-03-30 10:45:00,28.6,78
2025-03-30 12:45:00,30.7,69.1
2025-03-30 14:45:00,31.4,65.5
2025-03-30 16:45:00,32,62.2
2025-03-30 18:45:00,31.4,65
2025-03-30 20:45:00,29.1,74.3
2025-03-30 22:45:00,27.5,80.6
2025-03-31 00:45:00,27.9,80.8
2025-03-31 02:45:00,26.5,85.3
2025-03-31 04:45:00,25.4,86.8
2025-03-31 06:45:00,24.4,88.1
2025-03-31 08:45:00,23.9,88.5
2025-03-31 10:45:00,27.5,80.5
2025-03-31 12:45:00,30.7,69.7
2025-03-31 14:45:00,30.2,62.8
2025-03-31 16:45:00,31.6,53.8
2025-03-31 18:45:00,31.6,61.2
2025-03-31 20:45:00,28.9,74.6
2025-03-31 22:45:00,29.3,76.6
2025-04-01 00:45:00,27.2,83.8
2025-04-01 02:45:00,26.9,85.3
2025-04-01 04:45:00,26.6,85.9
2025-04-01 06:45:00,26.6,86.6
2025-04-01 08:45:00,26.3,87.6
2025-04-01 10:45:00,27.5,84.4
2025-04-01 12:45:00,29.9,72
2025-04-01 14:45:00,30.6,69.3
2025-04-01 16:45:00,31.1,66.9
2025-04-01 18:45:00,31.9,63
2025-04-01 20:45:00,30.5,68.2
2025-04-01 22:45:00,28,77.4
2025-04-02 00:45:00,27.2,80.8
2025-04-02 02:45:00,26.9,81.7
2025-04-02 04:45:00,25.7,85.5
2025-04-02 06:45:00,25.1,86.4
2025-04-02 08:45:00,25.5,85.1
2025-04-02 10:45:00,29.9,72
2025-04-02 12:45:00,31.1,67.5
2025-04-02 14:45:00,31,66
2025-04-02 16:45:00,33.1,59.9
2025-04-02 18:45:00,32.1,67.6
2025-04-02 20:45:00,28.7,79.2
2025-04-02 22:45:00,28.9,79.7
2025-04-03 00:45:00,27.3,88.3
2025-04-03 02:45:00,26.9,89.6
2025-04-03 04:45:00,26.4,90.7
2025-04-03 06:45:00,26.1,91.5
2025-04-03 08:45:00,28.7,83
2025-04-03 10:45:00,29.3,80.9
2025-04-03 12:45:00,32.2,65.3
2025-04-03 14:45:00,32.4,62.4
2025-04-03 16:45:00,31.3,71.6
2025-04-03 18:45:00,28,79.5
2025-04-03 20:45:00,27.1,80.2
2025-04-03 22:45:00,26.2,82.6
2025-04-04 00:45:00,24.5,85.2
2025-04-04 02:45:00,24,87.6
2025-04-04 04:45:00,23.6,89.6
2025-04-04 06:45:00,23.3,90.7
2025-04-04 08:45:00,25.8,83
2025-04-04 10:45:00,27.3,79.4
2025-04-04 12:45:00,29.5,70.6
2025-04-04 14:45:00,27.9,71.8
2025-04-04 16:45:00,25.9,71.4
2025-04-04 18:45:00,23.3,71.8
2025-04-04 20:45:00,22.6,61.1
2025-04-04 22:45:00,20.8,55
2025-04-05 00:45:00,20.7,67.7
2025-04-05 02:45:00,19.7,75
2025-04-05 04:45:00,18.9,77.4
2025-04-05 06:45:00,18.4,80.6
2025-04-05 08:45:00,22.4,71.1
2025-04-05 10:45:00,24.7,58.2
2025-04-05 12:45:00,24.6,59
2025-04-05 14:45:00,25,59.3
2025-04-05 16:45:00,24.3,60.3
2025-04-05 18:45:00,22.9,65.5
2025-04-05 20:45:00,21.9,72.2
2025-04-05 22:45:00,19.8,77.9
2025-04-12 08:45:00,21.1,91.9
2025-04-12 10:45:00,20.9,92.4
2025-04-12 12:45:00,20.8,93.1
2025-04-12 14:45:00,20.5,93.8
2025-04-12 16:45:00,20.9,93.6
2025-04-12 18:45:00,24.2,85.5
2025-04-12 20:45:00,25.7,79.1
2025-04-12 22:45:00,27.1,74.7
2025-04-13 00:45:00,27.3,73.4
2025-04-13 02:45:00,25.6,80.8
2025-04-13 04:45:00,24.3,88
